Customer ID,Recency,Frequency,Monetary,recency_score,frequency_score,monetary_score,RFM_SCORE,segment
13642.0,216,1,354.8,5,1,2,51,new_customers
13643.0,32,3,519.44,2,3,3,23,at_Risk
13644.0,17,4,2624.26,2,4,5,24,at_Risk
13645.0,121,1,252.1,4,1,2,41,promising
13647.0,10,4,1678.1200000000001,1,4,4,14,at_Risk
13649.0,257,2,346.6,5,2,2,52,potential_loyalists
13650.0,17,6,1836.3400000000001,2,5,4,25,cant_loose
13651.0,36,2,94.2,3,2,1,32,about_to_sleep
13652.0,46,3,1095.08,3,3,4,33,need_attention
13654.0,44,6,2707.33,3,5,5,35,loyal_customers
13655.0,115,2,932.97,4,2,3,42,potential_loyalists
13656.0,165,2,379.65000000000003,4,2,2,42,potential_loyalists
13657.0,11,2,382.14,1,2,2,12,hibernating
13658.0,10,5,2639.1700000000005,1,4,5,14,at_Risk
13659.0,206,2,1573.1999999999998,5,2,4,52,potential_loyalists
13662.0,86,3,897.76,4,3,3,43,potential_loyalists
13663.0,180,1,189.46999999999997,4,1,1,41,promising
13666.0,61,3,84.65,3,3,1,33,need_attention
13667.0,150,1,305.0199999999999,4,1,2,41,promising
13668.0,3,21,6363.59,1,5,5,15,cant_loose
13669.0,51,2,218.55,3,2,1,32,about_to_sleep
13670.0,76,1,349.7,4,1,2,41,promising
13672.0,302,2,186.39,5,2,1,52,potential_loyalists
13673.0,19,2,396.91999999999996,2,2,2,22,hibernating
13675.0,152,2,486.82000000000005,4,2,2,42,potential_loyalists
13678.0,152,1,232.6,4,1,1,41,promising
13680.0,2,4,3722.42,1,4,5,14,at_Risk
13681.0,18,4,827.83,2,4,3,24,at_Risk
13682.0,188,1,59.5,5,1,1,51,new_customers
13684.0,286,1,67.23,5,1,1,51,new_customers
13685.0,3,7,3119.44,1,5,5,15,cant_loose
13686.0,183,1,72.0,5,1,1,51,new_customers
13689.0,64,1,910.0,3,1,3,31,about_to_sleep
13690.0,60,1,172.25,3,1,1,31,about_to_sleep
13692.0,25,3,1488.32,2,3,4,23,at_Risk
13694.0,4,50,65039.619999999995,1,5,5,15,cant_loose
13695.0,32,15,2504.13,2,5,5,25,cant_loose
13697.0,39,1,151.3,3,1,1,31,about_to_sleep
13699.0,156,1,308.58,4,1,2,41,promising
13700.0,27,10,2265.12,2,5,5,25,cant_loose
13703.0,319,1,99.5,5,1,1,51,new_customers
13704.0,6,9,2308.0600000000004,1,5,5,15,cant_loose
13705.0,8,3,711.86,1,3,3,13,at_Risk
13706.0,303,1,330.79,5,1,2,51,new_customers
13707.0,268,2,806.41,5,2,3,52,potential_loyalists
13708.0,272,1,296.88,5,1,2,51,new_customers
13709.0,4,13,6328.05,1,5,5,15,cant_loose
13710.0,32,1,180.48,2,1,1,21,hibernating
13711.0,219,2,252.06000000000003,5,2,2,52,potential_loyalists
13712.0,247,1,228.83999999999997,5,1,1,51,new_customers
13715.0,282,5,1079.3400000000001,5,4,4,54,champions
13716.0,270,1,138.28,5,1,1,51,new_customers
13717.0,33,6,1445.0100000000002,2,5,4,25,cant_loose
13718.0,247,2,306.55,5,2,2,52,potential_loyalists
13719.0,16,5,1041.68,2,4,4,24,at_Risk
13720.0,117,4,799.9,4,4,3,44,loyal_customers
13721.0,37,1,524.1400000000001,3,1,3,31,about_to_sleep
13722.0,132,3,2375.41,4,3,5,43,potential_loyalists
13723.0,218,1,199.85000000000002,5,1,1,51,new_customers
13725.0,50,8,1980.56,3,5,4,35,loyal_customers
13726.0,39,2,1079.6599999999999,3,2,4,32,about_to_sleep
13727.0,29,2,333.48,2,2,2,22,hibernating
13728.0,37,6,1016.1400000000001,3,5,4,35,loyal_customers
13730.0,136,2,752.6,4,2,3,42,potential_loyalists
13731.0,220,2,610.59,5,2,3,52,potential_loyalists
13732.0,29,1,491.86000000000007,2,1,3,21,hibernating
13735.0,25,4,2885.2399999999993,2,4,5,24,at_Risk
13736.0,6,2,731.8999999999999,1,2,3,12,hibernating
13737.0,201,1,339.6,5,1,2,51,new_customers
13739.0,19,1,216.9,2,1,1,21,hibernating
13740.0,241,1,350.75,5,1,2,51,new_customers
13741.0,72,3,668.4300000000001,3,3,3,33,need_attention
13742.0,17,12,3131.0199999999995,2,5,5,25,cant_loose
13743.0,3,7,1341.6,1,5,4,15,cant_loose
13744.0,96,2,1156.36,4,2,4,42,potential_loyalists
13745.0,163,1,300.03999999999996,4,1,2,41,promising
13747.0,374,1,79.6,5,1,1,51,new_customers
13748.0,96,5,948.2500000000001,4,4,4,44,loyal_customers
13750.0,54,5,1647.26,3,4,4,34,loyal_customers
13751.0,289,1,296.25,5,1,2,51,new_customers
13752.0,125,6,1186.28,4,5,4,45,loyal_customers
13753.0,288,1,741.26,5,1,3,51,new_customers
13754.0,152,2,282.6,4,2,2,42,potential_loyalists
13755.0,4,9,2161.35,1,5,5,15,cant_loose
13756.0,3,14,5189.52,1,5,5,15,cant_loose
13758.0,12,7,3190.55,1,5,5,15,cant_loose
13759.0,34,2,659.41,3,2,3,32,about_to_sleep
13760.0,55,2,286.78999999999996,3,2,2,32,about_to_sleep
13761.0,51,2,1070.65,3,2,4,32,about_to_sleep
13762.0,219,1,306.72,5,1,2,51,new_customers
13763.0,64,1,1714.9599999999998,3,1,4,31,about_to_sleep
13764.0,71,3,1521.7600000000002,3,3,4,33,need_attention
13767.0,3,37,17220.36,1,5,5,15,cant_loose
13769.0,3,10,2796.51,1,5,5,15,cant_loose
13771.0,65,4,2634.45,3,4,5,34,loyal_customers
13772.0,34,3,1132.13,3,3,4,33,need_attention
13774.0,82,1,345.0,4,1,2,41,promising
13777.0,1,33,25977.160000000003,1,5,5,15,cant_loose
13778.0,104,1,178.7,4,1,1,41,promising
13780.0,8,2,360.01000000000005,1,2,2,12,hibernating
13781.0,251,1,127.84,5,1,1,51,new_customers
13782.0,13,6,912.0,1,5,3,15,cant_loose
13784.0,10,11,2462.7899999999995,1,5,5,15,cant_loose
13786.0,368,1,230.4,5,1,1,51,new_customers
13787.0,76,2,309.04,4,2,2,42,potential_loyalists
13790.0,5,1,348.79999999999995,1,1,2,11,hibernating
13791.0,128,2,1516.0,4,2,4,42,potential_loyalists
13792.0,67,2,195.54999999999995,3,2,1,32,about_to_sleep
13798.0,2,57,37153.85,1,5,5,15,cant_loose
13799.0,117,2,688.8600000000001,4,2,3,42,potential_loyalists
13800.0,310,1,558.32,5,1,3,51,new_customers
13801.0,67,1,324.79999999999995,3,1,2,31,about_to_sleep
13802.0,139,3,4599.42,4,3,5,43,potential_loyalists
13803.0,256,1,277.07000000000005,5,1,2,51,new_customers
13804.0,31,7,2635.79,2,5,5,25,cant_loose
13805.0,53,2,924.5999999999999,3,2,3,32,about_to_sleep
13806.0,64,1,256.38,3,1,2,31,about_to_sleep
13807.0,368,1,112.6,5,1,1,51,new_customers
13808.0,6,5,1747.6600000000003,1,4,4,14,at_Risk
13809.0,306,1,155.05,5,1,1,51,new_customers
13810.0,29,3,1499.0100000000002,2,3,4,23,at_Risk
13811.0,184,3,814.5,5,3,3,53,potential_loyalists
13812.0,43,3,539.0,3,3,3,33,need_attention
13813.0,40,4,1366.8600000000001,3,4,4,34,loyal_customers
13814.0,93,2,1579.1200000000001,4,2,4,42,potential_loyalists
13815.0,23,4,4027.36,2,4,5,24,at_Risk
13816.0,24,2,571.6700000000001,2,2,3,22,hibernating
13817.0,30,2,382.97999999999996,2,2,2,22,hibernating
13819.0,302,3,1140.35,5,3,4,53,potential_loyalists
13821.0,145,2,385.64,4,2,2,42,potential_loyalists
13822.0,6,2,632.0,1,2,3,12,hibernating
13823.0,19,2,957.66,2,2,4,22,hibernating
13824.0,33,5,1698.94,2,4,4,24,at_Risk
13826.0,177,1,189.5,4,1,1,41,promising
13827.0,58,3,412.05,3,3,2,33,need_attention
13828.0,23,1,209.49000000000004,2,1,1,21,hibernating
13831.0,17,6,2202.99,2,5,5,25,cant_loose
13832.0,20,1,52.199999999999996,2,1,1,21,hibernating
13833.0,160,1,384.7999999999999,4,1,2,41,promising
13835.0,26,4,834.57,2,4,3,24,at_Risk
13837.0,212,2,271.24,5,2,2,52,potential_loyalists
13838.0,6,4,691.7299999999999,1,4,3,14,at_Risk
13841.0,253,1,85.0,5,1,1,51,new_customers
13842.0,59,9,3385.6200000000003,3,5,5,35,loyal_customers
13844.0,12,1,361.62,1,1,2,11,hibernating
13845.0,65,1,312.98,3,1,2,31,about_to_sleep
13846.0,25,3,865.0600000000002,2,3,3,23,at_Risk
13848.0,93,3,1255.0,4,3,4,43,potential_loyalists
13849.0,52,2,1537.95,3,2,4,32,about_to_sleep
13850.0,130,1,1595.4800000000002,4,1,4,41,promising
13851.0,96,3,2651.4599999999996,4,3,5,43,potential_loyalists
13853.0,58,1,1090.1399999999999,3,1,4,31,about_to_sleep
13854.0,9,25,8109.52,1,5,5,15,cant_loose
13856.0,169,3,388.5,4,3,2,43,potential_loyalists
13858.0,58,1,216.17000000000002,3,1,1,31,about_to_sleep
13859.0,327,1,201.16,5,1,1,51,new_customers
13860.0,2,5,1245.9,1,4,4,14,at_Risk
13862.0,19,8,2209.36,2,5,5,25,cant_loose
13863.0,248,1,305.78,5,1,2,51,new_customers
13865.0,59,4,501.56,3,4,3,34,loyal_customers
13866.0,75,1,145.67,4,1,1,41,promising
13867.0,32,3,1015.29,2,3,4,23,at_Risk
13868.0,8,2,3192.54,1,2,5,12,hibernating
13869.0,124,4,3104.95,4,4,5,44,loyal_customers
13870.0,3,8,2770.94,1,5,5,15,cant_loose
13871.0,23,13,6403.25,2,5,5,25,cant_loose
13873.0,120,3,389.59999999999997,4,3,2,43,potential_loyalists
13874.0,359,1,540.45,5,1,3,51,new_customers
13875.0,54,5,1786.79,3,4,4,34,loyal_customers
13876.0,64,1,122.69999999999999,3,1,1,31,about_to_sleep
13877.0,87,1,117.24000000000001,4,1,1,41,promising
13878.0,55,1,1281.53,3,1,4,31,about_to_sleep
13880.0,22,13,3219.7700000000004,2,5,5,25,cant_loose
13881.0,4,20,17159.52,1,5,5,15,cant_loose
13882.0,3,5,1191.13,1,4,4,14,at_Risk
13883.0,11,5,2674.48,1,4,5,14,at_Risk
13884.0,8,5,787.6000000000001,1,4,3,14,at_Risk
13885.0,190,2,506.8,5,2,3,52,potential_loyalists
13886.0,72,1,243.56,3,1,1,31,about_to_sleep
13887.0,205,1,349.54999999999995,5,1,2,51,new_customers
13888.0,120,2,605.63,4,2,3,42,potential_loyalists
13889.0,93,1,416.9,4,1,2,41,promising
13890.0,2,10,1883.8100000000004,1,5,4,15,cant_loose
13892.0,27,4,632.97,2,4,3,24,at_Risk
13893.0,298,1,821.1000000000001,5,1,3,51,new_customers
13894.0,24,3,564.6200000000001,2,3,3,23,at_Risk
13895.0,29,4,2593.0699999999997,2,4,5,24,at_Risk
13897.0,51,1,311.15999999999997,3,1,2,31,about_to_sleep
13898.0,326,1,155.93,5,1,1,51,new_customers
13899.0,17,2,388.52,2,2,2,22,hibernating
13900.0,184,3,740.9499999999999,5,3,3,53,potential_loyalists
13901.0,73,5,2867.2,4,4,5,44,loyal_customers
13904.0,38,2,332.64000000000004,3,2,2,32,about_to_sleep
13908.0,80,4,2369.55,4,4,5,44,loyal_customers
13911.0,58,9,2580.91,3,5,5,35,loyal_customers
13914.0,12,2,626.45,1,2,3,12,hibernating
13917.0,50,2,272.03999999999996,3,2,2,32,about_to_sleep
13918.0,50,2,1212.8400000000004,3,2,4,32,about_to_sleep
13919.0,60,2,384.81000000000006,3,2,2,32,about_to_sleep
13922.0,352,1,172.24999999999997,5,1,1,51,new_customers
13923.0,54,1,351.13000000000005,3,1,2,31,about_to_sleep
13924.0,2,6,1838.85,1,5,4,15,cant_loose
13925.0,93,4,678.25,4,4,3,44,loyal_customers
13926.0,24,1,223.85000000000002,2,1,1,21,hibernating
13927.0,75,1,348.99000000000007,4,1,2,41,promising
13928.0,11,4,464.57,1,4,2,14,at_Risk
13929.0,170,2,842.65,4,2,3,42,potential_loyalists
13930.0,58,2,337.34,3,2,2,32,about_to_sleep
13931.0,96,2,1237.53,4,2,4,42,potential_loyalists
13932.0,295,1,307.4,5,1,2,51,new_customers
13933.0,110,2,608.7899999999998,4,2,3,42,potential_loyalists
13934.0,264,1,922.0999999999999,5,1,3,51,new_customers
13936.0,180,1,376.5799999999999,4,1,2,41,promising
13937.0,170,1,158.85,4,1,1,41,promising
13938.0,36,1,71.66,3,1,1,31,about_to_sleep
13939.0,24,3,568.55,2,3,3,23,at_Risk
13940.0,18,4,839.14,2,4,3,24,at_Risk
13941.0,22,5,5112.96,2,4,5,24,at_Risk
13946.0,80,3,561.57,4,3,3,43,potential_loyalists
13947.0,66,1,90.6,3,1,1,31,about_to_sleep
13948.0,361,1,101.99999999999999,5,1,1,51,new_customers
13949.0,3,6,2427.3199999999997,1,5,5,15,cant_loose
13950.0,12,4,745.0600000000001,1,4,3,14,at_Risk
13951.0,177,3,674.4499999999998,4,3,3,43,potential_loyalists
13952.0,218,2,3251.071,5,2,5,52,potential_loyalists
13953.0,8,7,3515.6799999999994,1,5,5,15,cant_loose
13954.0,2,2,439.92,1,3,2,13,at_Risk
13955.0,155,2,322.96,4,3,2,43,potential_loyalists
13956.0,6,5,1026.42,1,4,4,14,at_Risk
13959.0,80,3,598.1999999999999,4,3,3,43,potential_loyalists
13960.0,22,2,230.22,2,3,1,23,at_Risk
13962.0,22,2,169.55,2,3,1,23,at_Risk
13963.0,309,4,664.5400000000001,5,4,3,54,champions
13967.0,146,1,80.7,4,1,1,41,promising
13969.0,8,18,9053.939999999999,1,5,5,15,cant_loose
13971.0,19,8,2758.26,2,5,5,25,cant_loose
13972.0,71,2,190.25000000000003,3,3,1,33,need_attention
13973.0,288,1,264.7,5,1,2,51,new_customers
13974.0,50,1,413.59,3,1,2,31,about_to_sleep
13975.0,32,6,2526.2799999999997,2,5,5,25,cant_loose
13976.0,207,1,357.98,5,1,2,51,new_customers
13978.0,15,2,196.79,2,3,1,23,at_Risk
13979.0,74,1,869.8699999999998,4,1,3,41,promising
13980.0,61,1,200.14000000000001,3,1,1,31,about_to_sleep
13982.0,40,4,1871.81,3,4,4,34,loyal_customers
13983.0,30,12,2603.4300000000003,2,5,5,25,cant_loose
13984.0,27,5,920.51,2,4,3,24,at_Risk
13985.0,5,15,7060.13,1,5,5,15,cant_loose
13986.0,18,1,320.46000000000004,2,1,2,21,hibernating
13988.0,20,6,4147.96,2,5,5,25,cant_loose
13989.0,66,2,1266.08,3,3,4,33,need_attention
13990.0,214,1,311.3,5,1,2,51,new_customers
13991.0,13,6,855.9700000000001,1,5,3,15,cant_loose
13992.0,31,1,76.8,2,1,1,21,hibernating
13993.0,43,9,3466.3600000000006,3,5,5,35,loyal_customers
13994.0,4,6,2313.1400000000003,1,5,5,15,cant_loose
13995.0,16,5,1393.69,2,4,4,24,at_Risk
13999.0,11,12,3901.81,1,5,5,15,cant_loose
14000.0,212,1,635.6600000000001,5,1,3,51,new_customers
14001.0,46,3,2043.0800000000002,3,3,4,33,need_attention
14002.0,135,2,529.7299999999999,4,3,3,43,potential_loyalists
14004.0,44,7,4582.639999999999,3,5,5,35,loyal_customers
14005.0,10,5,2874.72,1,4,5,14,at_Risk
14006.0,116,3,962.1899999999999,4,3,4,43,potential_loyalists
14009.0,199,2,695.6099999999999,5,3,3,53,potential_loyalists
14012.0,278,1,328.8,5,1,2,51,new_customers
14013.0,111,3,473.02,4,3,2,43,potential_loyalists
14014.0,78,1,505.18,4,1,3,41,promising
14015.0,53,1,917.34,3,1,3,31,about_to_sleep
14016.0,162,4,4341.21,4,4,5,44,loyal_customers
14019.0,47,3,1421.61,3,3,4,33,need_attention
14020.0,17,2,642.8000000000001,2,3,3,23,at_Risk
14021.0,156,3,631.9000000000001,4,3,3,43,potential_loyalists
14022.0,226,1,440.0,5,1,2,51,new_customers
14023.0,8,2,584.0699999999999,1,3,3,13,at_Risk
14024.0,122,2,327.70000000000005,4,3,2,43,potential_loyalists
14027.0,61,1,104.82000000000002,3,1,1,31,about_to_sleep
14029.0,64,2,467.66,3,3,2,33,need_attention
14030.0,19,8,2360.0899999999997,2,5,5,25,cant_loose
14031.0,8,19,17286.86,1,5,5,15,cant_loose
14032.0,3,11,2975.59,1,5,5,15,cant_loose
14034.0,23,3,651.8199999999999,2,3,3,23,at_Risk
14035.0,29,5,1428.0200000000002,2,4,4,24,at_Risk
14036.0,285,1,626.65,5,1,3,51,new_customers
14037.0,177,2,147.2,4,3,1,43,potential_loyalists
14038.0,79,3,1560.3799999999994,4,3,4,43,potential_loyalists
14039.0,34,1,152.2,3,1,1,31,about_to_sleep
14040.0,41,12,3614.92,3,5,5,35,loyal_customers
14041.0,267,1,141.41,5,1,1,51,new_customers
14044.0,27,4,652.8199999999999,2,4,3,24,at_Risk
14045.0,110,4,1659.75,4,4,4,44,loyal_customers
14046.0,285,1,154.99,5,1,1,51,new_customers
14047.0,9,5,1308.6100000000001,1,4,4,14,at_Risk
14048.0,306,1,409.93,5,1,2,51,new_customers
14049.0,17,4,5681.72,2,4,5,24,at_Risk
14050.0,32,2,746.3599999999999,2,3,3,23,at_Risk
14051.0,1,23,15610.390000000003,1,5,5,15,cant_loose
14052.0,20,1,225.36,2,1,1,21,hibernating
14053.0,125,2,260.25,4,3,2,43,potential_loyalists
14054.0,66,1,92.46,3,1,1,31,about_to_sleep
14055.0,107,1,725.6400000000001,4,1,3,41,promising
14056.0,2,23,8214.65,1,5,5,15,cant_loose
14057.0,24,17,6217.959999999999,2,5,5,25,cant_loose
14059.0,267,1,183.6,5,1,1,51,new_customers
14060.0,5,19,6140.42,1,5,5,15,cant_loose
14062.0,10,12,10464.850000000002,1,5,5,15,cant_loose
14064.0,30,5,1353.74,2,4,4,24,at_Risk
14066.0,267,1,152.55,5,1,1,51,new_customers
14067.0,64,2,374.7,3,3,2,33,need_attention
14068.0,321,1,265.85,5,1,2,51,new_customers
14071.0,4,8,1438.8200000000002,1,5,4,15,cant_loose
14073.0,33,1,151.04,2,1,1,21,hibernating
14075.0,5,3,942.26,1,3,3,13,at_Risk
14076.0,130,1,122.47,4,1,1,41,promising
14077.0,41,5,499.4200000000001,3,4,3,34,loyal_customers
14078.0,102,6,1049.37,4,5,4,45,loyal_customers
14079.0,125,1,375.0999999999999,4,1,2,41,promising
14080.0,33,1,45.599999999999994,2,1,1,21,hibernating
14081.0,303,2,934.52,5,3,3,53,potential_loyalists
14082.0,365,1,182.24999999999997,5,1,1,51,new_customers
14083.0,5,9,1018.4300000000001,1,5,4,15,cant_loose
14085.0,3,18,4448.540000000001,1,5,5,15,cant_loose
14087.0,3,1,194.42,1,1,1,11,hibernating
14088.0,11,13,50491.81,1,5,5,15,cant_loose
14089.0,57,1,161.0,3,1,1,31,about_to_sleep
14090.0,325,1,76.32000000000001,5,1,1,51,new_customers
14092.0,8,14,4076.91,1,5,5,15,cant_loose
14093.0,13,1,442.84999999999997,1,1,2,11,hibernating
14096.0,5,17,65164.79,1,5,5,15,cant_loose
14098.0,37,1,147.34999999999997,3,1,1,31,about_to_sleep
14099.0,17,11,3104.17,2,5,5,25,cant_loose
14100.0,138,1,194.90000000000003,4,1,1,41,promising
14101.0,74,6,5976.790000000001,4,5,5,45,loyal_customers
14102.0,6,5,1360.28,1,4,4,14,at_Risk
14104.0,155,2,216.20999999999998,4,3,1,43,potential_loyalists
14105.0,240,1,1266.23,5,1,4,51,new_customers
14107.0,52,7,2703.23,3,5,5,35,loyal_customers
14108.0,31,2,597.9100000000001,2,3,3,23,at_Risk
14109.0,73,1,144.2,4,1,1,41,promising
14110.0,4,12,5683.1500000000015,1,5,5,15,cant_loose
14111.0,15,4,692.85,2,4,3,24,at_Risk
14112.0,23,7,2915.15,2,5,5,25,cant_loose
14113.0,4,4,1840.4199999999998,1,4,4,14,at_Risk
14114.0,274,2,386.53,5,3,2,53,potential_loyalists
14116.0,20,5,1382.7399999999998,2,4,4,24,at_Risk
14117.0,144,1,90.0,4,1,1,41,promising
14121.0,4,4,2780.15,1,4,5,14,at_Risk
14124.0,85,1,419.58000000000004,4,1,2,41,promising
14125.0,11,3,2740.4300000000003,1,3,5,13,at_Risk
14126.0,8,3,706.1300000000001,1,3,3,13,at_Risk
14127.0,123,3,709.7099999999999,4,3,3,43,potential_loyalists
14128.0,61,2,637.5000000000002,3,3,3,33,need_attention
14129.0,2,5,1123.8600000000001,1,4,4,14,at_Risk
14130.0,320,1,483.86,5,1,2,51,new_customers
14132.0,3,11,3586.0299999999997,1,5,5,15,cant_loose
14133.0,130,3,605.6399999999999,4,3,3,43,potential_loyalists
14135.0,2,15,4690.3099999999995,1,5,5,15,cant_loose
14138.0,2,2,982.3800000000002,1,3,4,13,at_Risk
14139.0,47,1,415.81999999999994,3,1,2,31,about_to_sleep
14140.0,4,2,935.05,1,3,3,13,at_Risk
14141.0,3,4,915.1300000000001,1,4,3,14,at_Risk
14142.0,374,1,311.81,5,1,2,51,new_customers
14143.0,134,1,115.8,4,1,1,41,promising
14145.0,47,4,3742.2,3,4,5,34,loyal_customers
14146.0,9,5,4191.0,1,4,5,14,at_Risk
14147.0,79,2,483.4,4,3,2,43,potential_loyalists
14148.0,234,1,157.2,5,1,1,51,new_customers
14149.0,221,1,446.62000000000006,5,1,2,51,new_customers
14150.0,36,2,658.64,3,3,3,33,need_attention
14152.0,76,2,621.29,4,3,3,43,potential_loyalists
14154.0,240,2,1345.62,5,3,4,53,potential_loyalists
14155.0,267,1,118.75,5,1,1,51,new_customers
14156.0,10,55,117379.63,1,5,5,15,cant_loose
14157.0,20,2,432.88,2,3,2,23,at_Risk
14158.0,41,1,507.65999999999997,3,1,3,31,about_to_sleep
14159.0,20,11,4693.01,2,5,5,25,cant_loose
14161.0,216,3,1110.52,5,3,4,53,potential_loyalists
14162.0,174,2,289.36,4,3,2,43,potential_loyalists
14163.0,88,4,2445.9100000000003,4,4,5,44,loyal_customers
14164.0,71,2,1631.7700000000004,3,3,4,33,need_attention
14165.0,276,1,122.54,5,1,1,51,new_customers
14167.0,40,4,574.84,3,4,3,34,loyal_customers
14171.0,99,1,363.79,4,1,2,41,promising
14173.0,11,4,450.8400000000001,1,4,2,14,at_Risk
14174.0,34,1,134.46,3,1,1,31,about_to_sleep
14175.0,60,3,3222.3,3,3,5,33,need_attention
14176.0,298,4,576.9,5,4,3,54,champions
14177.0,87,4,559.4100000000001,4,4,3,44,loyal_customers
14178.0,9,7,1620.9300000000003,1,5,4,15,cant_loose
14179.0,41,2,719.78,3,3,3,33,need_attention
14180.0,11,25,4748.52,1,5,5,15,cant_loose
14184.0,67,1,452.89,3,1,2,31,about_to_sleep
14185.0,332,1,197.65,5,1,1,51,new_customers
14188.0,31,6,2054.36,2,5,4,25,cant_loose
14189.0,3,15,4654.08,1,5,5,15,cant_loose
14191.0,2,13,4684.76,1,5,5,15,cant_loose
14193.0,68,2,853.3900000000001,3,3,3,33,need_attention
14194.0,5,21,11349.52,1,5,5,15,cant_loose
14195.0,202,2,1011.9999999999998,5,3,4,53,potential_loyalists
14196.0,107,1,335.52,4,1,2,41,promising
14198.0,19,4,701.4,2,4,3,24,at_Risk
14199.0,219,1,185.39999999999998,5,1,1,51,new_customers
14201.0,61,7,747.4400000000002,3,5,3,35,loyal_customers
14204.0,3,1,161.02999999999994,1,1,1,11,hibernating
14205.0,17,2,466.70000000000005,2,3,2,23,at_Risk
14206.0,240,1,328.15999999999997,5,1,2,51,new_customers
14208.0,95,1,151.73999999999998,4,1,1,41,promising
14209.0,11,6,2073.4300000000003,1,5,5,15,cant_loose
14210.0,106,6,1905.8400000000001,4,5,4,45,loyal_customers
14211.0,54,9,2241.1000000000004,3,5,5,35,loyal_customers
14212.0,90,1,1070.48,4,1,4,41,promising
14214.0,31,5,1004.3800000000001,2,4,4,24,at_Risk
14215.0,12,6,1789.72,1,5,4,15,cant_loose
14216.0,4,4,1839.3000000000002,1,4,4,14,at_Risk
14217.0,2,17,2004.9799999999998,1,5,4,15,cant_loose
14218.0,43,1,169.48000000000002,3,1,1,31,about_to_sleep
14219.0,5,1,89.94,1,1,1,11,hibernating
14220.0,248,2,632.3999999999999,5,3,3,53,potential_loyalists
14221.0,43,9,3432.8,3,5,5,35,loyal_customers
14222.0,178,1,683.1700000000001,4,1,3,41,promising
14223.0,93,3,991.1300000000001,4,3,4,43,potential_loyalists
14224.0,111,4,1050.1200000000001,4,4,4,44,loyal_customers
14226.0,29,5,2232.19,2,4,5,24,at_Risk
14227.0,27,10,3350.96,2,5,5,25,cant_loose
14229.0,52,3,1547.2,3,3,4,33,need_attention
14231.0,184,3,925.71,5,3,3,53,potential_loyalists
14232.0,43,5,2048.07,3,4,4,34,loyal_customers
14233.0,50,4,1462.7200000000003,3,4,4,34,loyal_customers
14234.0,23,4,775.4600000000003,2,4,3,24,at_Risk
14235.0,76,5,3144.86,4,4,5,44,loyal_customers
14236.0,81,2,490.86,4,3,3,43,potential_loyalists
14237.0,374,1,161.00000000000003,5,1,1,51,new_customers
14238.0,327,1,146.85,5,1,1,51,new_customers
14239.0,44,11,2380.8500000000004,3,5,5,35,loyal_customers
14240.0,31,2,890.3400000000001,2,3,3,23,at_Risk
14241.0,184,1,213.70000000000005,5,1,1,51,new_customers
14242.0,235,2,280.55,5,3,2,53,potential_loyalists
14243.0,9,10,2588.7699999999995,1,5,5,15,cant_loose
14245.0,220,2,1693.4499999999998,5,3,4,53,potential_loyalists
14246.0,111,3,1474.0600000000002,4,3,4,43,potential_loyalists
14247.0,279,1,136.76999999999998,5,1,1,51,new_customers
14248.0,319,1,302.58,5,1,2,51,new_customers
14250.0,8,3,1904.05,1,3,4,13,at_Risk
14251.0,2,5,2879.7,1,4,5,14,at_Risk
14256.0,261,2,969.06,5,3,4,53,potential_loyalists
14257.0,65,5,3099.7200000000003,3,4,5,34,loyal_customers
14258.0,10,9,12669.98,1,5,5,15,cant_loose
14259.0,142,1,120.0,4,1,1,41,promising
14261.0,51,2,1163.45,3,3,4,33,need_attention
14262.0,9,8,2618.2299999999996,1,5,5,15,cant_loose
14264.0,155,2,333.97,4,3,2,43,potential_loyalists
14265.0,110,2,530.18,4,3,3,43,potential_loyalists
14267.0,163,3,1516.24,4,3,4,43,potential_loyalists
14270.0,332,1,492.65,5,1,3,51,new_customers
14271.0,226,1,112.32,5,1,1,51,new_customers
14272.0,74,2,437.96000000000004,4,3,2,43,potential_loyalists
14273.0,52,4,559.97,3,4,3,34,loyal_customers
14276.0,99,3,1119.7400000000002,4,3,4,43,potential_loyalists
14277.0,16,3,4216.2,2,3,5,23,at_Risk
14280.0,197,1,134.04,5,1,1,51,new_customers
14282.0,4,15,3729.34,1,5,5,15,cant_loose
14284.0,31,2,595.25,2,3,3,23,at_Risk
14285.0,22,4,1910.0100000000002,2,4,4,24,at_Risk
14286.0,24,3,4628.75,2,3,5,23,at_Risk
14287.0,9,3,176.63,1,3,1,13,at_Risk
14288.0,214,1,426.6,5,1,2,51,new_customers
14289.0,9,6,911.26,1,5,3,15,cant_loose
14290.0,12,5,2314.6499999999996,1,4,5,14,at_Risk
14291.0,2,11,3883.25,1,5,5,15,cant_loose
14292.0,8,9,4871.929999999999,1,5,5,15,cant_loose
14293.0,4,4,1046.56,1,4,4,14,at_Risk
14295.0,41,1,166.2,3,1,1,31,about_to_sleep
14297.0,18,4,1305.3299999999997,2,4,4,24,at_Risk
14298.0,9,44,51527.299999999996,1,5,5,15,cant_loose
14299.0,9,9,3965.62,1,5,5,15,cant_loose
14300.0,19,1,43.2,2,1,1,21,hibernating
14301.0,118,1,640.1400000000001,4,1,3,41,promising
14304.0,223,1,383.45000000000005,5,1,2,51,new_customers
14305.0,72,3,1858.9600000000003,3,3,4,33,need_attention
